city,country,latitude,longitude,population,no_data,model_score_2026,model_score_2050,2026_thermique_exposure,2026_eau_exposure,2026_feux_exposure,2026_mer_exposure,2026_fleuves_exposure,2026_stabilite_exposure,2050_thermique_exposure,2050_eau_exposure,2050_feux_exposure,2050_mer_exposure,2050_fleuves_exposure,2050_stabilite_exposure
Perth,AU,-31.95,115.86,2384371,False,56,52,9.2,41.6,62.8,2.0,32.0,23.200000000000003,12.0,46.800000000000004,66.4,2.0,32.0,43.6
Daegu,KR,35.87,128.59,2365523,False,80,69,27.200000000000003,0.0,6.4,0.0,16.400000000000002,24.0,27.200000000000003,0.0,8.0,0.0,16.400000000000002,46.0
Alger,DZ,36.73,3.09,2364230,False,55,52,11.600000000000001,41.6,68.8,0.4,0.0,25.2,14.799999999999999,44.4,70.39999999999999,0.4,0.0,42.4
Nanchang,CN,28.68,115.85,2357839,False,62,61,33.2,0.0,6.0,0.0,56.39999999999999,16.400000000000002,36.8,0.0,8.4,0.0,56.39999999999999,34.4
Bakou,AZ,40.38,49.89,2351300,False,45,43,10.4,84.39999999999999,38.0,2.0,0.0,28.4,12.0,85.2,39.6,2.0,0.0,45.6
Hohhot,CN,40.81,111.65,2350000,False,50,47,41.6,70.8,27.200000000000003,0.0,13.200000000000001,23.599999999999998,40.8,72.0,30.4,0.0,13.200000000000001,49.6
Nagoya,JP,35.18,136.91,2332176,False,39,37,22.8,0.0,0.0,88.8,48.4,25.2,25.6,0.0,0.0,88.8,48.4,43.6
Rome,IT,41.89,12.51,2318895,False,66,62,14.000000000000002,26.400000000000002,46.800000000000004,0.0,29.2,26.0,18.0,31.6,49.6,0.0,29.2,49.2
Queens,US,40.68,-73.84,2316841,False,68,58,24.4,0.0,0.0,46.0,0.0,36.4,26.0,0.0,0.0,47.199999999999996,0.0,61.199999999999996
Houston,US,29.76,-95.36,2314157,False,72,67,42.4,0.0,3.2,1.2,0.0,24.4,49.2,1.6,4.8,1.2,0.0,43.2
Mashhad,IR,36.3,59.61,2307177,False,40,38,31.2,86.0,49.2,0.0,10.4,28.000000000000004,33.6,88.0,47.599999999999994,0.0,10.4,51.2
Shaoxing,CN,30.0,120.58,2300000,False,53,50,27.6,0.0,4.0,70.0,10.8,17.599999999999998,30.0,0.0,6.0,71.2,10.8,38.0
Nantong,CN,32.03,120.88,2273326,False,37,34,25.6,0.0,7.6,98.0,0.0,17.2,27.6,0.0,8.4,100.0,0.0,36.8
Baoshan,CN,31.41,121.49,2265900,False,32,31,22.8,0.0,10.0,100.0,55.2,9.2,24.4,0.0,11.200000000000001,100.0,55.2,25.6
Kowloon,HK,22.32,114.18,2232339,False,75,69,36.0,0.0,17.599999999999998,4.3999999999999995,0.0,21.6,44.0,0.0,19.6,4.3999999999999995,0.0,39.6
Yantai,CN,37.48,121.44,2227733,False,82,72,24.0,18.8,13.600000000000001,3.5999999999999996,0.0,14.399999999999999,23.599999999999998,21.6,15.6,3.5999999999999996,0.0,38.800000000000004
Gaziantep,TR,37.06,37.38,2222415,False,45,44,36.8,70.0,76.0,0.0,0.0,33.6,40.0,73.6,73.6,0.0,0.0,60.8
Lubumbashi,CD,-11.66,27.48,2221925,False,64,58,10.8,20.4,57.199999999999996,0.0,0.0,16.8,17.2,26.8,62.0,0.0,0.0,42.8
Manaus,BR,-3.1,-60.02,2219580,False,50,34,71.2,0.0,14.399999999999999,0.0,60.4,22.8,95.19999999999999,0.0,14.000000000000002,0.0,60.4,42.4
Lusaka,ZM,-15.41,28.29,2212301,False,56,53,7.199999999999999,46.400000000000006,67.60000000000001,0.0,0.0,27.200000000000003,12.4,48.0,69.19999999999999,0.0,0.0,46.800000000000004
Brasilia,BR,-15.78,-47.93,2207718,False,78,72,4.3999999999999995,0.0,34.8,0.0,0.0,30.0,8.799999999999999,0.0,36.0,0.0,0.0,43.6
Zhuhai,CN,22.28,113.57,2207090,False,68,62,39.6,0.0,15.6,35.6,25.2,20.4,47.199999999999996,0.0,17.2,38.4,25.2,37.6
Saint Domingue,DO,18.47,-69.89,2201941,False,58,51,66.0,0.0,4.3999999999999995,0.4,0.0,19.2,75.6,0.0,9.2,0.4,0.0,39.2
Lomé,TG,6.13,1.22,2188376,False,52,44,65.60000000000001,36.0,56.39999999999999,7.199999999999999,0.0,12.4,76.8,38.0,57.199999999999996,7.199999999999999,0.0,29.599999999999998
Multan,PK,30.2,71.48,2169915,False,25,23,76.4,100.0,24.0,0.0,67.60000000000001,20.0,80.4,100.0,24.4,0.0,67.60000000000001,40.0
La Havane,CU,23.13,-82.38,2163824,False,66,57,51.2,0.0,18.0,1.2,0.0,19.2,64.8,5.2,21.6,1.2,0.0,33.6
Depok,ID,-6.4,106.82,2163635,False,64,59,56.8,0.0,0.0,0.0,0.0,27.6,62.4,0.0,2.8000000000000003,0.0,0.0,43.6
Baotou,CN,40.65,109.84,2150000,False,51,49,41.199999999999996,69.6,28.4,0.0,0.0,23.200000000000003,40.8,70.39999999999999,31.6,0.0,0.0,48.4
Paris,FR,48.85,2.35,2138551,False,66,63,10.8,30.4,25.6,0.0,47.599999999999994,23.200000000000003,10.4,35.6,32.800000000000004,0.0,47.599999999999994,44.800000000000004
Coimbatore,IN,11.01,76.97,2136916,False,47,45,60.4,55.2,72.0,0.0,0.0,14.399999999999999,64.8,56.39999999999999,72.39999999999999,0.0,0.0,30.4
Qingyang,CN,35.71,107.64,2125400,False,74,68,30.8,35.199999999999996,16.400000000000002,0.0,0.0,20.0,30.4,38.800000000000004,19.6,0.0,0.0,42.8
Port Harcourt,NG,4.78,7.01,2120000,False,48,38,69.6,0.0,24.4,27.6,54.0,18.0,83.6,0.0,24.0,30.0,54.0,34.8
Pretoria,ZA,-25.74,28.19,2112693,False,66,62,5.2,50.0,46.800000000000004,0.0,0.0,25.2,6.800000000000001,52.0,51.6,0.0,0.0,50.4
Córdoba,AR,-31.41,-64.19,2106734,False,73,69,9.2,38.800000000000004,29.599999999999998,0.0,0.0,29.599999999999998,12.0,39.2,31.2,0.0,0.0,42.8
Mbuji-Mayi,CD,-6.14,23.59,2101332,False,62,60,54.400000000000006,0.0,42.4,0.0,16.400000000000002,11.600000000000001,57.199999999999996,0.0,42.0,0.0,16.400000000000002,27.6
Alep,SY,36.2,37.16,2098210,False,39,36,32.4,88.8,50.0,0.0,0.0,30.4,35.6,90.8,48.0,0.0,0.0,54.800000000000004
Kunshan,CN,31.38,120.95,2092496,False,28,27,24.4,0.0,10.0,100.0,92.0,14.799999999999999,26.400000000000002,0.0,11.200000000000001,100.0,92.0,34.0
Al Mawşil al Jadīdah,IQ,36.33,43.11,2065597,False,39,36,45.2,75.6,78.4,0.0,42.0,32.800000000000004,50.0,78.8,76.0,0.0,42.0,61.199999999999996
Weifang,CN,36.71,119.1,2044028,False,74,70,35.199999999999996,24.8,20.8,0.0,0.0,14.000000000000002,36.0,24.4,21.6,0.0,0.0,40.0
Zunyi,CN,27.69,106.91,2037775,False,86,75,13.200000000000001,0.0,0.0,0.0,0.0,22.400000000000002,16.0,0.4,0.8,0.0,0.0,42.0
La Paz,BO,-16.5,-68.15,2004652,False,67,65,12.4,49.2,22.0,0.0,0.0,26.400000000000002,8.4,50.0,24.8,0.0,0.0,48.4
Lianyungang,CN,34.6,119.22,2001009,False,35,33,30.0,4.0,11.600000000000001,100.0,0.0,13.200000000000001,31.2,4.8,12.4,100.0,0.0,37.2
Medellín,CO,6.24,-75.57,1999979,False,89,79,0.0,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.4,0.0,0.0,37.2
Indore,IN,22.72,75.83,1994397,False,58,57,43.2,25.2,61.199999999999996,0.0,0.0,10.4,46.800000000000004,25.2,61.199999999999996,0.0,0.0,19.6
Brazzaville,CG,-4.27,15.28,1982000,False,53,51,56.00000000000001,0.0,41.199999999999996,0.0,63.6,30.8,61.6,0.0,43.6,0.0,63.6,52.0
Tachkent,UZ,41.26,69.22,1978028,False,46,45,32.4,64.0,73.2,0.0,21.2,29.599999999999998,35.199999999999996,66.4,73.2,0.0,21.2,49.2
Ganzhou,CN,25.85,114.93,1977253,False,69,67,28.000000000000004,0.0,6.4,0.0,45.6,20.0,33.2,0.0,8.0,0.0,45.6,38.4
Almaty,KZ,43.25,76.91,1977011,False,63,59,34.8,42.0,50.0,0.0,0.0,28.000000000000004,35.6,46.800000000000004,52.400000000000006,0.0,0.0,51.2
Khartoum,SD,15.55,32.53,1974647,False,23,21,79.2,100.0,19.6,0.0,80.0,28.000000000000004,88.8,100.0,18.0,0.0,80.0,48.0
Hambourg,DE,53.55,9.99,1973896,False,57,55,16.0,5.2,8.0,38.800000000000004,60.0,27.200000000000003,13.600000000000001,10.8,11.600000000000001,42.4,60.0,44.4
Sapporo,JP,43.07,141.35,1973832,False,68,66,32.800000000000004,0.0,0.0,0.8,46.800000000000004,25.2,31.2,0.0,0.0,0.8,46.800000000000004,47.199999999999996
Songjiang,CN,31.03,121.22,1973500,False,30,28,24.0,0.0,10.8,100.0,79.2,13.600000000000001,25.6,0.0,12.0,100.0,79.2,32.0
Accra,GH,5.56,-0.2,1963264,False,54,49,63.6,26.0,45.2,11.600000000000001,0.0,14.799999999999999,70.8,26.400000000000002,45.2,14.399999999999999,0.0,27.6
Curitiba,BR,-25.43,-49.27,1948626,False,89,80,1.6,0.0,2.8000000000000003,0.0,0.0,18.4,2.4,0.0,2.4,0.0,0.0,35.199999999999996
Ordos,CN,39.61,109.78,1940653,False,57,55,40.8,60.0,27.6,0.0,0.0,21.6,40.0,61.199999999999996,31.6,0.0,0.0,46.800000000000004
Sanaa,YE,15.36,44.21,1937451,False,45,43,1.2,85.2,47.199999999999996,0.0,0.0,29.599999999999998,2.0,86.4,48.0,0.0,0.0,50.0
Conakry,GN,9.54,-13.68,1928389,False,42,31,84.0,0.0,47.599999999999994,26.8,0.0,24.8,99.2,0.0,47.599999999999994,28.799999999999997,0.0,45.2
Tangerang,ID,-6.18,106.63,1927815,False,52,40,69.19999999999999,0.0,16.8,28.000000000000004,0.0,25.2,87.2,0.0,20.4,34.8,0.0,40.8
Tijuana,MX,32.5,-117.0,1922523,False,44,42,6.800000000000001,86.4,51.6,0.0,0.0,24.8,8.0,87.6,50.8,0.0,0.0,40.8
Hyderâbâd,PK,25.4,68.38,1921275,False,21,19,90.4,100.0,27.200000000000003,0.0,90.0,19.6,95.6,100.0,27.6,0.0,90.0,37.2
Beyrouth,LB,33.89,35.5,1916100,False,63,59,10.8,17.2,57.599999999999994,1.6,0.0,27.200000000000003,13.200000000000001,24.4,61.6,1.6,0.0,50.4
Jieyang,CN,23.54,116.37,1899394,False,31,28,34.8,0.0,16.8,97.2,53.6,20.0,41.6,0.0,18.4,100.0,53.6,36.0
Jilin,CN,43.85,126.56,1895865,False,66,58,41.6,0.0,6.800000000000001,0.0,46.0,30.8,40.8,0.0,6.4,0.0,46.0,59.599999999999994
Jiading,CN,31.39,121.24,1886100,False,31,29,24.8,0.0,10.0,100.0,62.4,12.8,26.8,0.8,11.600000000000001,100.0,62.4,31.2
Bucarest,RO,44.43,26.11,1877155,False,68,53,29.599999999999998,42.0,29.2,0.0,0.0,38.800000000000004,32.800000000000004,48.0,33.6,0.0,0.0,66.4
Camayenne,GN,9.54,-13.69,1871242,False,42,32,84.0,0.0,47.599999999999994,19.6,0.0,24.8,99.2,0.0,47.599999999999994,20.4,0.0,45.2
Kakamega,KE,0.28,34.75,1867579,False,87,76,0.4,0.0,2.8000000000000003,0.0,0.0,23.599999999999998,1.6,0.0,1.2,0.0,0.0,43.2
Shangqiu,CN,34.41,115.66,1859723,False,74,72,36.8,25.2,17.2,0.0,0.0,10.4,37.2,23.599999999999998,18.0,0.0,0.0,32.800000000000004
Nanchong,CN,30.8,106.08,1858875,False,74,72,19.2,0.0,3.2,0.0,40.0,16.0,21.6,0.0,4.8,0.0,40.0,35.6
Tainan,TW,22.99,120.21,1856642,False,63,56,50.4,0.0,28.4,28.4,0.0,21.2,60.4,0.0,30.0,30.4,0.0,39.2
Datong,CN,40.09,113.29,1850000,False,57,55,40.8,60.4,26.400000000000002,0.0,0.4,22.0,40.0,61.6,30.0,0.0,0.4,48.0
Kaduna,NG,10.53,7.44,1850000,False,62,61,32.800000000000004,6.800000000000001,52.0,0.0,37.6,20.4,40.0,5.6000000000000005,51.2,0.0,37.6,38.800000000000004
Omdourman,SD,15.64,32.48,1849659,False,25,23,77.60000000000001,100.0,16.0,0.0,57.599999999999994,29.599999999999998,87.6,100.0,14.399999999999999,0.0,57.599999999999994,49.6
Davao,PH,7.07,125.61,1848947,False,61,53,61.199999999999996,0.0,0.0,2.4,0.0,29.2,71.6,0.0,0.0,2.8000000000000003,0.0,43.2
Thane,IN,19.2,72.96,1841488,False,49,43,69.19999999999999,0.0,47.599999999999994,55.2,0.0,11.600000000000001,76.0,0.0,47.599999999999994,57.99999999999999,0.0,27.6
Iztapalapa,MX,19.36,-99.06,1835486,False,57,50,2.0,54.400000000000006,57.199999999999996,0.0,48.8,30.8,3.2,61.199999999999996,66.0,0.0,48.8,62.8
Diyarbakır,TR,37.91,40.22,1833684,False,41,37,43.2,60.8,80.80000000000001,0.0,24.0,34.4,46.400000000000006,64.8,82.39999999999999,0.0,24.0,64.0
Santa Cruz de la Sierra,BO,-17.79,-63.18,1831434,False,63,51,50.0,29.599999999999998,37.6,0.0,0.0,33.2,65.2,33.2,43.2,0.0,0.0,57.599999999999994
Vadodara,IN,22.3,73.21,1822221,False,43,40,78.0,42.0,71.6,0.0,0.0,16.8,82.0,40.8,70.8,0.0,0.0,34.4
Adana,TR,36.99,35.33,1816750,False,47,43,31.6,49.2,69.6,0.0,50.0,30.4,38.4,53.6,71.6,0.0,50.0,56.39999999999999
Nanyang,CN,33.01,112.55,1811812,False,79,76,32.0,10.4,3.5999999999999996,0.0,0.0,10.4,33.6,11.600000000000001,4.0,0.0,0.0,30.4
Abou Dabi,AE,24.45,54.4,1807000,False,23,21,82.39999999999999,100.0,0.0,75.2,0.0,23.599999999999998,88.0,100.0,0.0,80.0,0.0,43.2
Palembang,ID,-2.92,104.75,1801367,False,38,30,70.0,0.0,0.0,70.39999999999999,78.4,26.8,88.0,0.0,0.0,74.4,78.4,38.0
Charjah,AE,25.33,55.41,1800000,False,28,26,86.4,100.0,8.4,20.4,0.0,22.400000000000002,92.0,100.0,8.4,21.6,0.0,40.8
Bhopal,IN,23.26,77.4,1798218,False,63,62,46.800000000000004,14.000000000000002,54.0,0.0,0.0,8.799999999999999,50.4,14.799999999999999,54.400000000000006,0.0,0.0,16.0
Jiangmen,CN,22.58,113.08,1795459,False,43,36,42.8,0.0,15.2,73.2,74.8,18.8,51.6,0.0,17.2,82.0,74.8,36.4
Benin City,NG,6.34,5.63,1782000,False,60,56,60.0,0.0,40.0,0.0,0.0,15.6,64.4,0.0,40.0,0.0,0.0,31.6
Jiangyin,CN,31.91,120.26,1779515,False,49,48,27.200000000000003,0.0,10.0,20.4,76.0,16.0,28.799999999999997,0.0,11.200000000000001,20.4,76.0,35.199999999999996
Fuyang,CN,32.9,115.82,1768947,False,54,53,34.8,11.200000000000001,6.800000000000001,0.0,69.19999999999999,12.4,35.6,11.600000000000001,7.199999999999999,0.0,69.19999999999999,31.6
Montréal,CA,45.51,-73.59,1762949,False,63,56,35.199999999999996,0.0,0.0,0.0,54.0,37.2,35.199999999999996,0.0,0.0,0.0,54.0,64.0
Bayan Nur,CN,40.74,107.39,1760000,False,33,31,42.0,93.2,16.8,0.0,63.6,25.2,42.4,94.0,18.4,0.0,63.6,48.8
Maracaibo,VE,10.64,-71.61,1752602,False,39,27,82.8,55.60000000000001,68.0,3.5999999999999996,0.0,22.400000000000002,100.0,59.599999999999994,70.8,3.5999999999999996,0.0,40.0
Chaozhou,CN,23.65,116.62,1750945,False,49,47,36.4,0.0,17.599999999999998,35.199999999999996,71.2,18.8,43.2,0.0,18.8,38.0,71.2,36.0
Minsk,BY,53.9,27.57,1742124,False,73,61,30.8,0.0,6.800000000000001,0.0,0.0,40.8,28.000000000000004,4.0,9.2,0.0,0.0,62.8
Budapest,HU,47.5,19.04,1741041,False,61,53,18.0,42.8,30.8,0.0,50.4,38.4,18.8,47.599999999999994,38.4,0.0,50.4,61.199999999999996
Qingyuan,CN,23.7,113.03,1738424,False,56,54,43.2,0.0,16.0,0.0,63.2,20.4,51.2,0.0,18.0,0.0,63.2,38.0
Tai’an,CN,36.18,117.12,1735425,False,76,71,33.2,18.0,17.599999999999998,0.0,0.0,13.200000000000001,34.0,16.0,18.0,0.0,0.0,40.0
Rasapūdipalem,IN,17.73,83.32,1728128,False,43,39,80.4,36.4,59.199999999999996,1.6,0.0,9.6,86.0,38.0,60.4,1.6,0.0,22.0
Pimpri Chinchwad,IN,18.62,73.8,1727692,False,46,44,37.6,58.4,79.2,0.0,0.0,12.0,44.0,58.8,79.60000000000001,0.0,0.0,28.799999999999997
Caloocan,PH,14.65,120.97,1712945,False,47,39,76.4,0.0,40.8,27.6,0.4,21.2,88.0,0.0,40.8,29.599999999999998,0.4,37.2
Varsovie,PL,52.23,21.01,1702139,False,66,57,23.200000000000003,30.0,13.600000000000001,0.0,43.6,39.2,20.8,34.8,17.599999999999998,0.0,43.6,59.199999999999996
Soweto,ZA,-26.27,27.86,1695047,False,67,63,9.2,47.199999999999996,37.2,0.0,0.0,26.0,7.6,49.2,41.6,0.0,0.0,51.6
Semarang,ID,-6.99,110.42,1694740,False,52,46,67.2,0.0,29.2,33.2,0.0,29.599999999999998,76.0,0.0,30.0,34.8,0.0,36.4
Puebla,MX,19.05,-98.21,1692181,False,63,56,2.4,48.4,54.0,0.0,0.0,30.4,3.5999999999999996,55.60000000000001,62.4,0.0,0.0,61.199999999999996
Vienne,AT,48.21,16.37,1691468,False,64,58,19.6,34.0,19.2,0.0,48.0,35.6,19.2,40.0,25.2,0.0,48.0,56.00000000000001
Barcelone,ES,41.39,2.16,1686208,False,66,61,8.0,46.0,39.6,3.2,24.4,26.0,11.200000000000001,50.0,45.2,3.2,24.4,47.199999999999996
Patna,IN,25.59,85.14,1684297,False,34,34,75.6,36.0,62.8,0.0,87.2,2.0,76.4,31.6,60.4,0.0,87.2,12.8
Mossoul,IQ,36.34,43.12,1683000,False,39,36,45.2,75.6,78.4,0.0,41.6,32.800000000000004,50.0,78.8,76.0,0.0,41.6,61.199999999999996
Kallakurichi,IN,11.73,78.96,1682687,False,40,36,86.4,34.4,61.199999999999996,0.0,0.0,8.0,92.4,30.8,60.0,0.0,0.0,24.8
Kampala,UG,0.32,32.58,1680600,False,88,76,0.8,0.0,7.199999999999999,0.0,0.0,21.2,3.2,0.0,8.4,0.0,0.0,41.199999999999996
Xining,CN,36.63,101.76,1677177,False,60,56,39.6,55.60000000000001,10.0,0.0,8.4,29.599999999999998,38.0,60.0,12.0,0.0,8.4,56.8
Changshu,CN,31.65,120.74,1677050,False,58,56,24.4,0.0,10.0,62.0,6.4,16.400000000000002,26.8,0.0,11.200000000000001,63.6,6.4,36.0
Huainan,CN,32.63,117.0,1666826,False,63,62,33.6,9.2,8.0,0.0,53.2,13.200000000000001,34.4,9.6,8.799999999999999,0.0,53.2,32.4
Rabat,MA,34.01,-6.83,1655753,False,52,48,4.0,66.8,66.4,8.799999999999999,20.4,26.0,6.4,71.2,66.4,9.6,20.4,48.0
Recife,BR,-8.05,-34.88,1653461,False,65,58,47.199999999999996,0.0,30.0,26.8,13.600000000000001,18.0,56.00000000000001,0.0,32.0,28.000000000000004,13.600000000000001,32.4
Phoenix,US,33.45,-112.07,1650070,False,31,29,49.6,98.4,36.8,0.0,16.400000000000002,36.8,54.0,98.4,36.4,0.0,16.400000000000002,56.00000000000001
Suzhou,CN,33.64,116.98,1647642,False,72,70,37.6,32.0,27.6,0.0,0.8,13.200000000000001,38.4,31.6,28.4,0.0,0.8,34.4
Ecatepec de Morelos,MX,19.6,-99.06,1645352,False,51,46,3.2,65.60000000000001,60.8,0.0,54.800000000000004,30.0,4.0,70.8,65.60000000000001,0.0,54.800000000000004,61.199999999999996
Lu’an,CN,31.74,116.52,1644344,False,78,76,32.0,0.0,0.0,0.0,20.0,13.200000000000001,33.6,0.0,1.2,0.0,20.0,32.4
Valencia,VE,10.16,-68.0,1619470,False,61,53,49.6,24.4,53.6,0.0,0.0,24.0,56.00000000000001,39.6,61.199999999999996,0.0,0.0,55.60000000000001
Ludhiana,IN,30.91,75.85,1618879,False,44,42,60.4,53.6,68.8,0.0,62.4,14.799999999999999,66.0,52.800000000000004,68.8,0.0,62.4,34.8
Yancheng,CN,33.36,120.16,1615717,False,35,33,29.2,0.0,8.0,100.0,10.4,14.399999999999999,30.8,0.0,8.799999999999999,100.0,10.4,34.8
Novossibirsk,RU,55.02,82.93,1612833,False,63,49,43.2,14.000000000000002,11.600000000000001,0.0,47.199999999999996,41.6,42.0,20.4,14.000000000000002,0.0,47.199999999999996,71.6
Erbil,IQ,36.19,44.01,1612700,False,40,37,44.4,65.60000000000001,84.0,0.0,0.0,33.6,48.8,69.6,85.6,0.0,0.0,62.4
Fukuoka,JP,33.6,130.42,1612392,False,84,72,16.400000000000002,0.0,0.0,9.6,0.0,24.0,18.0,0.0,1.2,10.0,0.0,44.4
Taizhou,CN,32.49,119.91,1607108,False,35,33,31.6,0.0,8.799999999999999,34.0,98.0,14.799999999999999,32.4,0.0,10.0,34.8,98.0,34.0
Daqing,CN,46.58,125.0,1604027,False,67,58,44.4,29.599999999999998,17.2,0.0,0.0,30.8,44.4,32.4,18.4,0.0,0.0,59.599999999999994
Manille,PH,14.6,120.98,1600000,False,45,37,76.4,0.0,40.8,43.2,0.0,21.2,88.0,0.0,40.8,45.2,0.0,37.2
Wuhu,CN,31.35,118.43,1598165,False,42,41,30.4,0.0,3.5999999999999996,0.0,92.80000000000001,14.000000000000002,31.2,0.0,4.3999999999999995,0.0,92.80000000000001,32.0
Santiago de Querétaro,MX,20.59,-100.39,1594212,False,53,48,4.8,66.8,69.19999999999999,0.0,0.0,32.4,8.0,71.6,72.8,0.0,0.0,63.6
Dazhou,CN,31.21,107.46,1589435,False,83,76,20.4,0.0,0.4,0.0,24.0,16.8,22.8,0.0,2.8000000000000003,0.0,24.0,35.199999999999996
Yangzhou,CN,32.4,119.44,1584237,False,51,50,30.0,0.0,8.0,7.6,74.4,14.399999999999999,30.8,0.0,9.2,7.6,74.4,33.6
León,MX,21.12,-101.68,1579803,False,49,43,8.0,64.0,74.8,0.0,0.0,34.0,13.200000000000001,69.6,80.0,0.0,0.0,66.4
La Mecque,SA,21.43,39.83,1578722,False,30,28,90.0,100.0,0.0,0.0,0.0,22.400000000000002,95.6,100.0,0.0,0.0,0.0,44.800000000000004
Philadelphie,US,39.95,-75.16,1573916,False,62,56,29.599999999999998,0.0,0.0,38.0,49.2,34.4,32.4,0.0,0.0,39.2,49.2,58.8
Phnom Penh,KH,11.56,104.92,1573544,False,34,32,74.8,17.2,54.0,0.0,89.60000000000001,18.4,84.0,14.799999999999999,52.400000000000006,0.0,89.60000000000001,31.6
Guilin,CN,25.28,110.3,1572300,False,82,74,28.000000000000004,0.0,2.0,0.0,0.0,20.0,34.0,0.0,2.8000000000000003,0.0,0.0,39.2
Damas,SY,33.51,36.29,1569394,False,37,34,25.6,94.8,36.4,0.0,0.0,31.2,28.799999999999997,96.8,33.6,0.0,0.0,58.4
Quetta,PK,30.18,67.0,1565546,False,40,38,20.8,92.0,38.0,0.0,0.0,24.8,21.2,92.80000000000001,38.4,0.0,0.0,48.8
Zhaoqing,CN,23.05,112.46,1553109,False,49,47,44.4,0.0,14.799999999999999,17.2,72.0,21.2,53.2,0.0,16.8,17.2,72.0,40.400000000000006
Onitsha,NG,6.15,6.79,1553000,False,54,50,61.199999999999996,0.0,42.4,0.0,57.599999999999994,19.2,67.2,0.0,42.4,0.0,57.599999999999994,35.6
Mianyang,CN,31.47,104.68,1550000,False,84,72,17.599999999999998,12.0,16.0,0.0,16.400000000000002,19.6,20.4,14.799999999999999,18.8,0.0,16.400000000000002,38.4
Auckland,NZ,-36.85,174.76,1547200,False,82,75,1.2,0.0,0.0,28.4,0.0,20.8,1.2,0.0,0.0,29.599999999999998,0.0,38.4
Ispahan,IR,32.65,51.68,1547164,False,33,31,27.6,99.6,21.2,0.0,22.400000000000002,31.2,29.599999999999998,100.0,20.4,0.0,22.400000000000002,55.60000000000001
Wanzhou,CN,30.76,108.4,1545900,False,78,74,22.400000000000002,0.0,2.4,0.0,31.2,16.8,26.400000000000002,0.0,4.0,0.0,31.2,36.0
Astana,KZ,51.18,71.45,1544142,False,54,47,44.0,57.99999999999999,26.0,0.0,41.6,40.8,43.2,61.199999999999996,28.799999999999997,0.0,41.6,67.2
Harare,ZW,-17.83,31.05,1542813,False,66,62,2.0,41.199999999999996,50.4,0.0,0.0,26.8,3.2,45.2,54.0,0.0,0.0,50.0
Monrovia,LR,6.3,-10.8,1542549,False,45,34,67.60000000000001,0.0,28.000000000000004,63.2,50.4,22.8,82.39999999999999,0.0,28.799999999999997,68.0,50.4,48.4
Putian,CN,25.44,119.01,1539389,False,68,64,33.6,3.2,23.599999999999998,42.8,0.0,22.400000000000002,39.6,4.3999999999999995,25.6,46.0,0.0,40.0
Kawasaki,JP,35.52,139.72,1538262,False,83,72,18.4,0.0,0.0,14.399999999999999,0.0,23.599999999999998,20.4,0.0,0.0,14.799999999999999,0.0,42.8
Goiânia,BR,-16.68,-49.25,1536097,False,73,70,27.200000000000003,0.0,39.2,0.0,0.0,28.000000000000004,37.6,0.0,40.0,0.0,0.0,42.0
San Antonio,US,29.42,-98.49,1526656,False,64,60,40.400000000000006,48.0,32.0,0.0,0.0,30.0,47.599999999999994,49.6,35.199999999999996,0.0,0.0,50.8
Kōbe,JP,34.69,135.18,1525152,False,82,70,21.2,0.0,0.4,19.6,0.0,24.8,22.400000000000002,0.0,1.6,20.4,0.0,45.2
Stockholm,SE,59.33,18.07,1515017,False,70,56,26.400000000000002,6.800000000000001,6.800000000000001,3.2,36.4,41.6,22.400000000000002,13.200000000000001,8.799999999999999,3.2,36.4,66.0
Ciudad Juárez,MX,31.72,-106.46,1512450,False,34,31,38.4,95.6,33.2,0.0,20.4,36.8,40.400000000000006,96.39999999999999,33.2,0.0,20.4,60.0
Cần Thơ,VN,10.04,105.79,1507187,False,20,17,76.0,19.2,57.199999999999996,60.8,100.0,37.2,86.4,12.0,53.2,82.8,100.0,43.2
Munich,DE,48.14,11.58,1505005,False,82,72,20.8,0.0,0.0,0.0,0.0,27.200000000000003,18.4,0.0,0.0,0.0,0.0,46.0
Khulnâ,BD,22.81,89.56,1500689,False,23,22,78.4,0.0,31.2,100.0,78.4,9.6,80.4,0.0,31.6,100.0,78.4,21.6
Belém,BR,-1.46,-48.5,1499641,False,53,51,56.39999999999999,0.0,0.0,24.0,64.4,19.2,62.8,0.0,0.0,26.0,64.4,35.6
Ekaterinbourg,RU,56.86,60.62,1495066,False,69,54,41.199999999999996,3.2,6.800000000000001,0.0,0.0,45.2,39.6,8.4,8.0,0.0,0.0,72.0
Porto Alegre,BR,-30.03,-51.23,1488252,False,62,60,8.4,0.0,0.0,14.799999999999999,59.599999999999994,21.2,12.0,0.0,0.0,15.2,59.599999999999994,39.2
Yinchuan,CN,38.47,106.27,1487579,False,41,39,36.4,87.2,20.0,0.0,10.0,24.4,36.0,87.6,22.400000000000002,0.0,10.0,48.4
Manhattan,US,40.78,-73.97,1487536,False,73,59,24.4,0.0,0.0,26.400000000000002,18.4,36.4,26.0,0.0,0.0,28.000000000000004,18.4,61.199999999999996
Nashik,IN,20.0,73.79,1486053,False,51,49,34.0,47.199999999999996,72.39999999999999,0.0,0.0,11.600000000000001,40.0,48.0,72.8,0.0,0.0,27.6
